label,hu-HU,de-CH,nl-BE,es,en,fr,zh,ru,th,tr,id,pt-BR,hr-HR,de
sales_start_typing_customer_name,Kezdje gépelni a vevő nevét…,Geben Sie den Kundennamen ein...,Typ naam klant...,Empieza a escribir el cliente...,Start Typing customer's name...,Commencez à saisir le nom du client...,開始輸入客戶的名字,Начните печатать название клиента...,เริ่มต้นพิมพ์ชื่อลูกค้า...,Müşteri Adı...,Ketik Nama Pelanggan...,Nome Cliente ...,Počnite upisivati naziv kupca ...,Geben Sie den Kundennamen ein...
sales_start_typing_item_name,Irja be a termék nevét vagy olvassa be a vonalkódot…,Geben Sie den Artikel ein oder scannen Sie ihn...,Typ naam product of barcode...,Empieza a escribir o escanea el código de barras...,Start Typing item's name or scan barcode...,Commencez à saisir le nom de l'item ou scannez le code-barre...,開始輸入產品名或掃描條碼...,Начните печатать название товара или сканировайте штрих-кода...,เริ่มต้นพิมพ์ชื่อสินค้า หรือ สแกนบาร์โค๊ด...,Ürün adı yazın yada barkod okutun...,Ketik Nama Barang atau Scan Barcode...,Produto ...,Počnite upisivati naziv artikal ili skenirajte barkod,Geben Sie den Artikel ein oder scannen Sie ihn...
sales_stock_location,Üzlet helyszine,Lagerort,Stock locatie,Inventario,Stock location,,,,ที่เก็บ,Stok yeri,Lokasi Stock,Estoque,Skladište,Lagerort
sales_sub_total,Részösszeg,Zwischentotal,Subtotaal,Subtotal,Sub Total,Sous-Total,小計,промежуточный итог,ยอดรวมหักภาษี ,Ara Toplam,Sub Total,Sub Total,Međuzbroj,Zwischentotal
sales_successfully_deleted,Sikeresen törölte,Löschung erfolgreich,Uw aankoop werd verwijded,La Venta ha sido borrada satisfactoriamente,You have successfully deleted,Vente supprimée,銷售資料成功刪除,продажи успешно удален,ลบการขายสมยูรณ์,Satış silindi,Transaksi Penjualan berhasil dihapus,Apagado com sucesso,Uspješno ste obrisali prodaju,Löschung erfolgreich
sales_successfully_suspended_sale,Értékesitése sikeresen felfüggesztve,Auftrag wurde erfolgreich pendent gehalten,Uw aankoop werd met sucess bewaard,La venta ha sido suspendida satisfactoriamente,Your sale has been successfully suspended,Vente suspendue,本銷售資料已經成功暫停,Ваши продажи успешно приостановлена,การขายของคุณถูกระงับเรียบร้อย,Satış askıya alındı,Penjualan anda telah berhasil ditangguhkan,Suspenso com sucesso,Neuspješno brisanje prodaje,Auftrag wurde erfolgreich pendent gehalten
sales_successfully_updated,Értékesités sikeresen frissitve,Änderung erfolgreich,Wijzigingen bewaard voor ticket,La venta ha sido actualizada satisfactoriamente,Sale successfully updated,Vente éditée,銷售資料成功更新,Продажа успешно обновлен,อัพเดทการขายสมบูรณ์,Satış düzenlendi,Penjualan berhasil diperbarui,Venda atualizada,Uspješno ste ažurirali prodaju,Änderung erfolgreich
sales_suspend_sale,Felfüggeszt,->Pendent,Bewaar aankoop,Suspender Venta,Suspend,Suspendre la Vente,暫停銷售,Приостановить продажи,พักรายการ,Satışı Askıya Al,Tangguhkan,Suspender,Obustavi,-> Aussetzen
sales_suspended_sale_id,ID,ID,ID,ID de Venta Suspendida,ID,ID,暫停銷售編號,приостановила продажи ID,รหัสการขายที่ถูกพัก,No,ID Penjualan ditangguhkan,ID,Broj obustave,ID
sales_suspended_sales,Függő eladások,Pendente Aufträge,Bewaarde Aankopen,Ventas Suspendidas,Suspended,Ventes Suspendues,已暫停銷售,приостановила продажи,การขายที่พักไว้,Askıdaki Satışlar,Penangguhan,Suspenso,Obustavljanje,Ausgesetzte Aufträge
sales_tax,Adó,MWSt,VAT,Impuesto,Tax,Taxe,稅額,налог,ภาษี,Vergi,Pajak,Taxa,Porez,MWSt
sales_tax_percent,Adó %,MWSt %,VAT %,% de Impuesto,Tax %,% Taxe,稅率 %,Налоговые %,ภาษี %,Vergi %,Pajak %,Taxa %,Porez %,MWSt %
sales_total,Összesen,Total,Totaal,Total,Total,Total,總計,сумма,ยอดรวม,Toplam,Total,Total,Ukupno,Total
sales_total_tax_exclusive,Adók nélkül,Total exkl. MWSt.,Totaal,No incluye impuestos,Tax excluded,Tax excluded,Tax excluded,Tax excluded,Tax excluded,Tax excluded,Tax excluded,taxas excluídas,Porez nije uključen,Total exkl. MWSt.
sales_transaction_failed,Tranzakció sikertelen,Verarbeitung fehlerhaft,Transactie mislukt,La transacción de venta falló,Sales Transaction Failed,Échec de Transaction de vente,銷售交易失敗,Транзакция не удалось,การดำเนินการขายล้มเหลว,Satış işlemi hatası,Transaksi Penjualan Salah,Falha na transação Vendas,Greška kod prodaje,Verarbeitung fehlerhaft
sales_unable_to_add_item,Nem adható termék az értékesitéshez,Kann Artikel nicht zum Auftrag hinzufügen,Onmogelijk om product toe te voegen,No se puede agregar el artículo a la venta,Unable to add item to sale,Erreur d'ajout à la vente,無法增加出售產品,Невозможно добавить товар продажи,,Ürün satışa eklenemedi,Tidak dapat menambahkan item dengan penjualan,Não é possível adicionar item à venda,Artikal nije moguće dodati,Kann Artikel nicht zum Auftrag hinzufügen
sales_unsuccessfully_deleted,Értékesités(ek) nem törölhető(k),Löschung nicht erfolgreich,De aankoop kon niet verwijderd worden,Ha fallado la eliminación de la Venta,Sale(s) could not be deleted,Échec de suppression,銷售資料刪除失敗,продажи безуспешно удален,ลบการขายไม่สำเร็จ,Satış silinemedi,Transaksi Penjualan tidak berhasil dihapus,Venda(s) não pode ser excluído,Prodaju(e) nije moguće izbrisati,Löschung nicht erfolgreich
sales_unsuccessfully_suspended_sale,Értékesitése sikeresen felfüggesztve,Auftrag wurde erfolgreich pendent gehalten,Uw aankoop werd met sucess bewaard,La venta ha sido suspendida satisfactoriamente,Your sale has been unsuccessfully suspended,Vente suspendue,本銷售資料已經成功暫停,Ваши продажи успешно приостановлена,การขายของคุณถูกระงับเรียบร้อย,Satış askıya alındı,Penjualan anda telah berhasil ditangguhkan,Suspenso com sucesso,Neuspješno brisanje prodaje,Auftrag wurde erfolgreich pendent gehalten
sales_unsuccessfully_updated,Értékesités sikertelenül frissitve,Änderung nicht erfolgreich,Fout bij het bewaren van ticket,Ha fallado la actualización de la venta,Sale unsuccessfully updated,Échec d'édition,銷售資料更新失敗,Продажа безуспешно обновлен,อัพเดทการขายไม่สมบูรณ์,Satış düzenlenemedi,Penjualan tidak berhasil diperbarui,Venda sem sucesso na atualização,Prodaju(e) nije moguće ažurirati,Änderung nicht erfolgreich
sales_unsuspend,Újraaktivál,Aktivieren,Hervat,Retomar,Unsuspend,Débloquer,取消暫停銷售,Разблокировать,ยกเลิกการระงับ,Satışa Al,Batal Penangguhan,Não suspenso,Ponovno uključeno,Aktivieren
sales_unsuspend_and_delete,Újraaktivál és töröl,Aktivieren und löschen,,Retomar y Borrar,,,取消暫停銷售並刪除,Разблокировать и удалить,ยกเลิกการระงับ และ ลบ,,Batalkan dan hapus penangguhan,Retornar e apagar,Uključeno i obrisano,Aktivieren und löschen
sales_update,Eladás szerk.,Ändern,Bewerk,Editar,Update,Éditer,編輯,редактировать,แก้ไข,Düzenle,Ubah,Editar Venda,Ažuriraj,Ändern
sales_date_range,Dátum range,Zeitrahmen,Periode,Rango de Fecha,Date Range,Plage de dates,日期範圍,размах числа,ระหว่างวันที่,Tarih Aralığı,Rentang Tanggal,Intervalo de datas,Period,Zeitrahmen
sales_none_selected,Nem választott ki értékesitést törlésre,Sie haben keinen Auftrag zum Löschen ausgewählt,U hebt geen aankopen geselecteerd,No has seleccionado venta para editar,You have not selected any sales to delete,Vous n'avez sélectionné aucun élément,您還沒有選擇任何產品進行編輯,Вы не выбрали ни одной товари для редактирования,กรุณาเลือสินค้าที่ต้องการแก้ไข,Düzenlemek için ürün seçmediniz,Anda belum memilih item untuk diubah,Você não selecionou nenhuma venda para apagar,Niste odabrali nijedu prodaju za brisanje,Sie haben keinen Auftrag zum Löschen ausgewählt
